DevTestLabsClient,2016-05-15,"The DevTest Labs Client.","27-04-2016 13:30:31","19-02-2018 08:41:37"
DnsManagementClient,2017-09-01,"The DNS Management Client.","10-04-2016 23:18:20","19-02-2018 08:41:37"
"Domain Services Resource Provider",2017-06-01,"The AAD Domain Services API.","04-12-2017 09:12:06","19-02-2018 08:41:37"
EventGridManagementClient,2017-09-15-preview,"Azure EventGrid Management Client","04-12-2017 09:12:06","19-02-2018 08:41:37"
EventHubManagementClient,2017-04-01,"Azure Event Hubs client","04-12-2017 09:12:06","19-02-2018 08:41:37"
HDInsightManagementClient,2015-03-01-preview,"The HDInsight Management Client.","04-12-2017 09:12:06","19-02-2018 08:41:37"
HDInsightManagementClient,2015-03-01-preview,"The HDInsight Management Client.","04-12-2017 09:12:06","19-02-2018 08:41:37"
HDInsightManagementClient,2015-03-01-preview,"The HDInsight Management Client.","04-12-2017 09:12:06","19-02-2018 08:41:37"
HDInsightManagementClient,2015-03-01-preview,"The HDInsight Management Client.","04-12-2017 09:12:06","19-02-2018 08:41:37"
HDInsightManagementClient,2015-03-01-preview,"The HDInsight Management Client.","04-12-2017 09:12:06","19-02-2018 08:41:37"
HDInsightManagementClient,2015-03-01-preview,"The HDInsight Management Client.","24-04-2017 10:15:00","19-02-2018 08:41:37"
HDInsightManagementClient,2015-03-01-preview,"The HDInsight Management Client.","04-12-2017 09:12:06","19-02-2018 08:41:37"
IntuneResourceManagementClient,2015-01-14-privatepreview,"Microsoft.Intune Resource provider Api features in the swagger-2.0 specification","10-04-2016 23:18:20","19-02-2018 08:41:37"
iotHubClient,2017-07-01,"Use this API to manage the IoT hubs in your Azure subscription.","14-07-2016 10:37:31","19-02-2018 08:41:37"
KeyVaultManagementClient,2016-10-01,"The Azure management API provides a RESTful set of web services that interact with Azure Key Vault.","14-07-2016 10:37:31","19-02-2018 08:59:16"
"Azure Location Based Services Resource Provider",2017-01-01-preview,"Resource Provider","04-12-2017 09:12:06","19-02-2018 08:41:37"
LogicManagementClient,2016-06-01,"REST API for Azure Logic Apps.","10-04-2016 23:18:20","19-02-2018 08:41:37"
"Azure ML Commitment Plans Management Client",2016-05-01-preview,"These APIs allow end users to operate on Azure Machine Learning Commitment Plans resources and their child Commitment Association resources. They support CRUD operations for commitment plans, get and list operations for commitment associations, moving commitment associations between commitment plans, and retrieving commitment plan usage history.","26-08-2016 08:56:19","19-02-2018 08:59:16"
"Azure ML Web Services Management Client",2017-01-01,"These APIs allow end users to operate on Azure Machine Learning Web Services resources. They support the following operations:<ul><li>Create or update a web service</li><li>Get a web service</li><li>Patch a web service</li><li>Delete a web service</li><li>Get All Web Services in a Resource Group </li><li>Get All Web Services in a Subscription</li><li>Get Web Services Keys</li></ul>","04-12-2017 09:12:06","19-02-2018 08:59:16"
"Machine Learning Workspaces Management Client",2016-04-01,"These APIs allow end users to operate on Azure Machine Learning Workspace resources. They support CRUD operations for Azure Machine Learning Workspaces.","04-12-2017 09:12:06","19-02-2018 08:41:37"
"Machine Learning Compute Management Client",2017-08-01-preview,"These APIs allow end users to operate on Azure Machine Learning Compute resources. They support the following operations:<ul><li>Create or update a cluster</li><li>Get a cluster</li><li>Patch a cluster</li><li>Delete a cluster</li><li>Get keys for a cluster</li><li>Check if updates are available for system services in a cluster</li><li>Update system services in a cluster</li><li>Get all clusters in a resource group</li><li>Get all clusters in a subscription</li></ul>","04-12-2017 09:12:06","19-02-2018 08:41:37"
"ML Team Account Management Client",2017-05-01-preview,"These APIs allow end users to operate on Azure Machine Learning Team Account resources. They support CRUD operations for Azure Machine Learning Team Accounts.","04-12-2017 09:12:06","19-02-2018 08:41:37"
MarketplaceOrdering.Agreements,2015-06-01,"REST API for MarketplaceOrdering Agreements.","04-12-2017 09:12:06","19-02-2018 08:41:37"
MediaServicesManagementClient,2015-10-01,"Media Services resource management APIs.","14-07-2016 10:37:31","19-02-2018 08:41:37"
Engagement.ManagementClient,2014-12-01,"Microsoft Azure Mobile Engagement REST APIs.","10-04-2016 23:18:20","19-02-2018 08:41:37"
"Azure Action Groups",2017-04-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
"Azure Activity Log Alerts",2017-04-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
MonitorManagementClient,2015-04-01,,"04-12-2017 09:12:06","19-02-2018 08:59:16"
MonitorManagementClient,2016-03-01,,"25-11-2017 10:52:13","19-02-2018 08:41:37"
MonitorManagementClient,2016-03-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
MonitorManagementClient,2015-04-01,,"02-10-2016 08:32:49","19-02-2018 08:41:37"
MonitorManagementClient,2017-11-01-preview,,"02-01-2018 11:52:51","19-02-2018 08:41:37"
MonitorManagementClient,2017-11-01-preview,,"02-01-2018 11:52:51","19-02-2018 08:41:37"
MonitorManagementClient,2017-05-01-preview,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
MonitorManagementClient,2017-05-01-preview,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
MonitorManagementClient,2015-04-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
MonitorManagementClient,2016-03-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
MonitorManagementClient,2017-05-01-preview,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
MonitorManagementClient,2017-05-01-preview,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
MonitorManagementClient,2015-04-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
MonitorManagementClient,2016-09-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
MonitorManagementClient,2015-04-01,,"02-10-2016 08:32:49","19-02-2018 08:59:16"
ManagedServiceIdentityClient,2015-08-31-preview,"The Managed Service Identity Client.","02-01-2018 11:52:51","19-02-2018 08:41:37"
MySQLManagementClient,2017-04-30-preview,"The Microsoft Azure management API provides create, read, update, and delete functionality for Azure MySQL resources including servers, databases, firewall rules, log files and configurations.","20-09-2017 08:49:01","19-02-2018 08:59:16"
NetworkManagementClient,2017-10-01,"The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that capture the relationship between an end user and the Microsoft Azure Networks service.","04-12-2017 09:12:06","19-02-2018 08:41:37"
NetworkManagementClient,2017-10-01,"The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that capture the relationship between an end user and the Microsoft Azure Networks service.","04-12-2017 09:12:06","19-02-2018 08:41:37"
NetworkManagementClient,2017-10-01,"The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that capture the relationship between an end user and the Microsoft Azure Networks service.","04-12-2017 09:12:06","19-02-2018 08:41:37"
NetworkManagementClient,2016-09-01,"The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that capture the relationship between an end user and the Microsoft Azure Networks service.","04-12-2017 09:12:06","19-02-2018 08:41:37"
NetworkManagementClient,2017-10-01,"The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that capture the relationship between an end user and the Microsoft Azure Networks service.","04-12-2017 09:12:06","19-02-2018 08:41:37"
NetworkManagementClient,2017-10-01,"The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that capture the relationship between an end user and the Microsoft Azure Networks service.","04-12-2017 09:12:06","19-02-2018 08:41:37"
NetworkManagementClient,2017-10-01,"The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that capture the relationship between an end user and the Microsoft Azure Networks service.","04-12-2017 09:12:06","19-02-2018 08:41:37"
NetworkManagementClient,2017-10-01,"The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that capture the relationship between an end user and the Microsoft Azure Networks service.","04-12-2017 09:12:06","19-02-2018 08:41:37"
NetworkManagementClient,2017-10-01,"The Microsoft Azure Network management API provides a RESTful set of web services that interact with Microsoft Azure Networks service to manage your network resources. The API has entities that capture the relationship between an end user and the Microsoft Azure Networks service.","04-12-2017 09:12:06","19-02-2018 08:41:37"
NotificationHubsManagementClient,2017-04-01,"Azure NotificationHub client","10-04-2016 23:18:20","19-02-2018 08:41:37"
"Azure Log Analytics - Operations Management",2015-11-01-preview,"Azure Log Analytics API reference for Solution.","04-12-2017 09:12:06","19-02-2018 08:41:37"
PostgreSQLManagementClient,2017-04-30-preview,"The Microsoft Azure management API provides create, read, update, and delete functionality for Azure PostgreSQL resources including servers, databases, firewall rules, log files and configurations.","20-09-2017 08:49:01","19-02-2018 08:59:16"
PowerBIDedicated,2017-10-01,"PowerBI Dedicated Web API provides a RESTful set of web services that enables users to create, retrieve, update, and delete Power BI dedicated capacities","04-12-2017 09:12:06","19-02-2018 08:41:37"
"Power BI Embedded Management Client",2016-01-29,"Client to manage your Power BI Embedded workspace collections and retrieve workspaces.","22-05-2016 12:37:44","19-02-2018 08:41:37"
iotDpsClient,2017-11-15,"API for using the Azure IoT Hub Device Provisioning Service features.","04-12-2017 09:12:06","19-02-2018 08:41:37"
RecoveryServicesBackupClient,2016-12-01,,"24-04-2017 10:15:00","19-02-2018 08:41:37"
RecoveryServicesClient,2016-06-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
RecoveryServicesClient,2016-06-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
RecoveryServicesClient,2016-06-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
RecoveryServicesClient,2016-06-01,,"02-10-2016 08:32:49","19-02-2018 08:41:37"
RecoveryServicesBackupClient,2016-06-01,,"02-10-2016 08:32:49","19-02-2018 08:59:16"
RecoveryServicesBackupClient,2016-12-01,,"02-10-2016 08:32:49","19-02-2018 08:41:37"
RecoveryServicesBackupClient,2017-07-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
RecoveryServicesBackupClient,2016-08-10,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
RecoveryServicesBackupClient,2016-06-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
SiteRecoveryManagementClient,2016-08-10,,"20-09-2017 08:49:01","19-02-2018 08:41:37"
RedisManagementClient,2017-10-01,"REST API for Azure Redis Cache Service.","04-12-2017 09:12:06","19-02-2018 08:41:37"
Relay,2017-04-01,"Use these API to manage Azure Relay resources through Azure Resource Manager.","24-04-2017 10:15:00","19-02-2018 08:41:37"
"Azure Reservation",2017-11-01,"This API describe Azure Reservation","04-12-2017 09:12:06","19-02-2018 08:41:37"
Microsoft.ResourceHealth,2017-07-01,"The Resource Health Client.","24-04-2017 10:15:00","19-02-2018 08:41:37"
ResourceManagementClient,2017-05-10,"Provides operations for working with resources and resource groups.","04-12-2017 09:12:06","19-02-2018 08:59:16"
FeatureClient,2015-12-01,"Azure Feature Exposure Control (AFEC) provides a mechanism for the resource providers to control feature exposure to users. Resource providers typically use this mechanism to provide public/private preview for new features prior to making them generally available. Users need to explicitly register for AFEC features to get access to such functionality.","04-12-2017 09:12:06","19-02-2018 08:41:37"
ManagementLinkClient,2016-09-01,"Azure resources can be linked together to form logical relationships. You can establish links between resources belonging to different resource groups. However, all the linked resources must belong to the same subscription. Each resource can be linked to 50 other resources. If any of the linked resources are deleted or moved, the link owner must clean up the remaining link.","04-12-2017 09:12:06","19-02-2018 08:41:37"
ManagementLockClient,2016-09-01,"Azure resources can be locked to prevent other users in your organization from deleting or modifying resources.","04-12-2017 09:12:06","19-02-2018 08:41:37"
ApplicationClient,2017-09-01,"ARM applications","04-12-2017 09:12:06","19-02-2018 08:41:37"
"Management Groups",2017-08-31-preview,"The Azure Management Groups API enables consolidation of multiple 
subscriptions/resources into an organizational hierarchy and centrally 
manage access control, policies, alerting and reporting for those resources.
","04-12-2017 09:12:06","19-02-2018 08:41:37"
PolicyClient,2016-04-01,"To manage and control access to your resources, you can define customized policies and assign them at a scope.","04-12-2017 09:12:06","19-02-2018 08:41:37"
PolicyClient,2017-06-01-preview,"To manage and control access to your resources, you can define customized policies and assign them at a scope.","04-12-2017 09:12:06","19-02-2018 08:41:37"
PolicyClient,2016-12-01,"To manage and control access to your resources, you can define customized policies and assign them at a scope.","04-12-2017 09:12:06","19-02-2018 08:41:37"
PolicyClient,2017-06-01-preview,"To manage and control access to your resources, you can define customized policies and assign them at a scope.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SubscriptionClient,2016-06-01,"All resource groups and resources exist within subscriptions. These operation enable you get information about your subscriptions and tenants. A tenant is a dedicated instance of Azure Active Directory (Azure AD) for your organization.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SchedulerManagementClient,2016-03-01,,"10-04-2016 23:18:20","19-02-2018 08:41:37"
SearchManagementClient,2015-08-19,"Client that can be used to manage Azure Search services and API keys.","22-11-2016 15:57:03","19-02-2018 08:41:37"
ServerManagement,2016-07-01-preview,"REST API for Azure Server Management Service.","20-10-2016 16:26:05","19-02-2018 08:41:37"
"Service Map",2015-11-01-preview,"Service Map API Reference","24-04-2017 10:15:00","19-02-2018 08:59:16"
ServiceBusManagementClient,2017-04-01,"Azure Service Bus client","04-12-2017 09:12:06","19-02-2018 08:41:37"
ServiceFabricManagementClient,2017-07-01-preview,"Azure Service Fabric Resource Provider API Client","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2017-03-01-preview,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2015-05-01-preview,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
"Azure SQL Database Backup Long Term Retention Policy",2014-04-01,"Provides read and update functionality for Azure SQL Database backup long term retention policy","04-12-2017 09:12:06","19-02-2018 08:41:37"
"Azure SQL Server Backup Long Term Retention Vault",2014-04-01,"Provides read and update functionality for Azure SQL Server backup long term retention vault","04-12-2017 09:12:06","19-02-2018 08:41:37"
"Azure SQL Database Backup",2014-04-01,"Provides read functionality for Azure SQL Database Backups","04-12-2017 09:12:06","19-02-2018 08:59:16"
SqlManagementClient,2015-05-01-preview,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2017-03-01-preview,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2015-05-01,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
"Azure SQL Server API spec",2014-04-01,"The Azure SQL Server management API provides a RESTful set of web services that interact with Azure SQL Server services to manage your databases. The API enables users update server connection policy.","04-12-2017 09:12:06","19-02-2018 08:41:37"
"Azure SQL Database Datamasking Policies and Rules",2014-04-01,"Provides create, read, update and delete functionality for Azure SQL Database datamasking policies and rules.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2015-05-01-preview,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
"Database Threat Detection Policy APIs",2014-04-01,"Provides create, read and update functionality for database Threat Detection policies.","04-12-2017 09:12:06","19-02-2018 08:41:37"
"Azure SQL Database",2014-04-01,"Provides create, read, update and delete functionality for Azure SQL Database resources including servers, databases, elastic pools, recommendations, and operations.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2015-05-01-preview,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2015-05-01-preview,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2015-05-01-preview,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
"Azure SQL Database",2014-04-01,"Provides read and update functionality for Azure SQL Database geo backup policies.","04-12-2017 09:12:06","19-02-2018 08:41:37"
"Azure SQL Database Import/Export spec",2014-04-01,"Provides create and read functionality for Import/Export operations on Azure SQL databases.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2017-03-01-preview,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
"Azure SQL Database",2014-04-01,"Provides create, read, update and delete functionality for Azure SQL Database resources including servers, databases, elastic pools, recommendations, operations, and usage metrics.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2015-05-01-preview,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
"Azure SQL Database",2014-04-01,"Provides create, read, update and delete functionality for Azure SQL Database resources including servers, databases, elastic pools, recommendations, operations, and usage metrics.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2017-03-01-preview,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
"Azure SQL Database replication links",2014-04-01,"Provides read, delete, and failover functionality for Azure SQL Database replication links.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2017-03-01-preview,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
"Azure SQL Database API spec",2014-04-01,"The Azure SQL Database management API provides a RESTful set of web services that interact with Azure SQL Database services to manage your external server administrators.","04-12-2017 09:12:06","19-02-2018 08:41:37"
"Azure SQL Database",2014-04-01,"Provides create, read, update and delete functionality Azure SQL server communication links.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2017-03-01-preview,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2015-05-01-preview,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2015-05-01-preview,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
"Azure SQL Database",2014-04-01,"Provides create, read, update and delete functionality for Azure SQL Database resources including servers, databases, elastic pools, recommendations, operations, and usage metrics.","04-12-2017 09:12:06","19-02-2018 08:41:37"
"Azure SQL Database",2014-04-01,"Provides create, read, update and delete functionality for Azure SQL Database resources including recommendations and operations.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2015-05-01-preview,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2015-05-01-preview,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2015-05-01-preview,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2014-04-01,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2015-05-01-preview,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
SqlManagementClient,2015-05-01-preview,"The Azure SQL Database management API provides a RESTful set of web APIs that interact with Azure SQL Database services to manage your databases. The API enables users to create, retrieve, update, and delete databases, servers, and other entities.","04-12-2017 09:12:06","19-02-2018 08:41:37"
StorageManagement,2017-10-01,"The Azure Storage Management API.","04-12-2017 09:12:06","19-02-2018 08:41:37"
StorageImportExport,2016-11-01,"The Storage Import/Export Resource Provider API.","04-12-2017 09:12:06","19-02-2018 08:41:37"
StorSimple8000SeriesManagementClient,2017-06-01,,"24-04-2017 10:15:00","19-02-2018 08:41:37"
StreamAnalyticsManagementClient,2016-03-01,,"20-09-2017 08:49:01","19-02-2018 08:41:37"
StreamAnalyticsManagementClient,2016-03-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
StreamAnalyticsManagementClient,2016-03-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
StreamAnalyticsManagementClient,2016-03-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
StreamAnalyticsManagementClient,2016-03-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
StreamAnalyticsManagementClient,2016-03-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
SubscriptionDefinitionsClient,2017-11-01-preview,"Subscription definitions client provides an interface to create, modify and retrieve azure subscriptions programmatically.","04-12-2017 09:12:06","19-02-2018 08:41:37"
TimeSeriesInsightsClient,2017-11-15,"Time Series Insights client","04-12-2017 09:12:06","19-02-2018 08:41:37"
TrafficManagerManagementClient,2017-05-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
TrafficManagerManagementClient,2017-09-01-preview,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
"Visual Studio Resource Provider Client",2017-11-01-preview,"Use these APIs to manage Visual Studio Team Services resources through the Azure Resource Manager. All task operations conform to the HTTP/1.1 protocol specification and each operation returns an x-ms-request-id header that can be used to obtain information about the request. You must make sure that requests made to these resources are secure. For more information, see https://docs.microsoft.com/en-us/rest/api/index.","04-12-2017 09:12:06","19-02-2018 08:41:37"
"AppServiceCertificateOrders API Client",2015-08-01,,"10-04-2016 23:18:20","19-02-2018 08:41:37"
"AppServicePlans API Client",2016-09-01,,"04-12-2017 09:12:06","19-02-2018 08:59:16"
"CertificateRegistrationProvider API Client",2015-08-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
"Certificates API Client",2016-03-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
"DeletedWebApps API Client",2016-03-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
"Diagnostics API Client",2016-03-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
"DomainRegistrationProvider API Client",2015-04-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
"Domains API Client",2015-04-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
"Provider API Client",2016-03-01,,"04-12-2017 09:12:06","19-02-2018 08:59:16"
"Recommendations API Client",2016-03-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
" API Client",2016-03-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
"TopLevelDomains API Client",2015-04-01,,"04-12-2017 09:12:06","19-02-2018 08:41:37"
LogicAppsManagementClient,2015-08-01-preview,,"27-05-2016 21:37:56","19-02-2018 08:41:37"
"WebSite Management Client",2015-08-01,"Use these APIs to manage Azure Websites resources through the Azure Resource Manager. All task operations conform to the HTTP/1.1 protocol specification and each operation returns an x-ms-request-id header that can be used to obtain information about the request. You must make sure that requests made to these resources are secure. For more information, see https://msdn.microsoft.com/en-us/library/azure/dn790557.aspx.","04-12-2017 09:12:06","19-02-2018 08:41:37"
"Radio & Music Services",1.0.0,"We encapsulate Radio & Music business logic for iPlayer Radio and BBC Music products on all platforms. We add value by reliably providing the right blend of metadata needed by clients.","10-07-2017 12:05:11","25-09-2017 12:07:00"
"BBC Nitro",1.0.0,"BBC Nitro is the BBC's application programming interface (API) for BBC Programmes Metadata.","20-12-2015 14:56:28","20-11-2017 15:10:56"
"BBC iPlayer Business Layer",1.0,"The definitive iPlayer API.","14-04-2016 12:48:50","20-11-2017 15:10:56"
"BC Laws",1.0.0,"BC Laws is an electronic library providing free public access to the laws of British Columbia. BC Laws is hosted by the Queen's Printer of British Columbia and published in partnership with the Ministry of Justice and the Law Clerk of the Legislative Assembly.BC Laws contains a comprehensive collection of BC legislation and related materials. It is available on the internet in two forms:First: The library is available as a web site in which users can browse and search the laws of British Columbia.Second: The library is available as a portal to legislation in raw XML data format, accessible via the BC Laws API2. This direct access to raw data is intended to enable third parties to build or add their own custom applications based on the structure of the data and all the associated search functionality inherent in that structure. The BC Laws website itself is an example of one such application.","20-04-2017 18:04:18","25-11-2017 10:53:03"
"Beanstream Payments",1.0.1,https://www.beanstream.com/api/v1,"22-09-2015 16:21:28","04-04-2017 17:27:32"
BeezUP,2.0,"# The REST API of BeezUP system
## Overview
The REST APIs provide programmatic access to read and write BeezUP data. 
Basically, with this API you will be able to do everything like you were with your browser on https://go.beezup.com !

The main features are:
- Register and manage your account
- Create and manage and share your stores with your friends/co-workers.
- Import your product catalog and schedule the auto importation
- Search the channels your want to use
- Configure your channels for your catalogs to export your product information:
    - cost and general settings
    - category and columns mappings
    - your will be able to create and manage your custom column
    - put in place exlusion filters based on simple conditions on your product data
    - override product values
    - get product vision for a channel catalog scope
- Analyze and optimize your performance of your catalogs on all yours channels with different type of reportings by day, channel, category and by product.
- Automatize your optimisation by using rules!
- And of course... Manage your orders harvested from all your marketplaces:
    - Synchronize your orders in an uniformized way
    - Get the available actions and update the order status
- ...and more!

## Authentication credentials
The public API with the base path **/v2/public** have been put in place to give you an entry point to our system for the user registration, login and lost password. The public API does not require any credentials.
We give you the some public list of values and public channels for our public commercial web site [www.beezup.com](http://www.beezup.com).

The user API with the base path **/v2/user** requires a token which is available on this page:
https://go.beezup.com/Account/MyAccount

## Things to keep in mind
### API Rate Limits
- The BeezUP REST API is limited to 100 calls/minute.

### Media type
The default media type for requests and responses is application/json. Where noted, some operations support other content types. If no additional content type is mentioned for a specific operation, then the media type is application/json.

### Required content type
The required and default encoding for the request and responses is UTF8.

### Required date time format
All our date time are formatted in ISO 8601 format: 2014-06-24T16:25:00Z.

### Base URL
The Base URL of the BeezUP API Order Management REST API conforms to the following template.

https://api.beezup.com

All URLs returned by the BeezUP API are relative to this base URL, and all requests to the REST API must use this base URL template.

You can test our API on https://api-docs.beezup.com/swagger-ui\
You can contact us on [gitter, #BeezUP/API](https://gitter.im/BeezUP/API)
","24-04-2017 21:26:55","19-02-2018 08:08:39"
